region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Joaquim Gomes,2020-10-25,,estimate,-0.008,-0.001,0.032,-0.04,-0.019,-0.012,-0.002,0.011,0.063
Palmeira dos Índios,2020-11-13,,estimate based on partial data,-0.008,-0.001,0.046,-0.061,-0.02,-0.013,-0.001,0.012,0.075
Palmeira dos Índios,2020-11-14,,estimate based on partial data,-0.008,-0.001,0.049,-0.065,-0.021,-0.013,-0.001,0.013,0.081
Palmeira dos Índios,2020-11-15,,estimate based on partial data,-0.008,-0.001,0.053,-0.069,-0.022,-0.013,-0.002,0.013,0.084
Palmeira dos Índios,2020-11-16,,estimate based on partial data,-0.008,-0.001,0.056,-0.071,-0.022,-0.013,-0.002,0.013,0.085
Joaquim Gomes,2020-10-19,,estimate,-0.008,0,0.033,-0.038,-0.019,-0.012,-0.003,0.009,0.066
Joaquim Gomes,2020-10-20,,estimate,-0.008,0,0.033,-0.037,-0.018,-0.012,-0.003,0.011,0.067
Palmeira dos Índios,2020-11-17,,estimate based on partial data,-0.008,0,0.059,-0.074,-0.023,-0.013,-0.001,0.013,0.09
Palmeira dos Índios,2020-11-18,,estimate based on partial data,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-19,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-20,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-21,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-22,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-23,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-24,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Palmeira dos Índios,2020-11-25,,forecast,-0.008,0,0.062,-0.076,-0.023,-0.013,-0.001,0.013,0.094
Joaquim Gomes,2020-10-21,,estimate,-0.008,0.001,0.034,-0.037,-0.018,-0.012,-0.002,0.012,0.067
Matriz de Camaragibe,2020-10-02,,estimate,-0.007,-0.012,0.029,-0.062,-0.027,-0.015,-0.003,0.005,0.028
Marechal Deodoro,2020-10-11,,estimate,-0.007,-0.009,0.025,-0.051,-0.024,-0.013,-0.002,0.004,0.032
Santana do Ipanema,2020-10-14,,estimate,-0.007,-0.009,0.027,-0.053,-0.025,-0.014,-0.002,0.009,0.035
Penedo,2020-09-24,,estimate,-0.007,-0.006,0.022,-0.041,-0.016,-0.01,-0.003,0.004,0.03
Arapiraca,2020-10-07,,estimate,-0.007,-0.006,0.023,-0.039,-0.019,-0.012,-0.003,0.005,0.035
Pilar,2020-10-21,,estimate,-0.007,-0.005,0.029,-0.046,-0.023,-0.013,-0.001,0.01,0.043
Palmeira dos Índios,2020-10-29,,estimate,-0.007,-0.004,0.02,-0.032,-0.016,-0.011,-0.004,0.005,0.032
Palmeira dos Índios,2020-10-31,,estimate,-0.007,-0.004,0.021,-0.033,-0.016,-0.011,-0.003,0.006,0.036
