region,date,median,type,strat,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Amapá,2020-11-06,0,reported,,,,,,,,,
Amapá,2020-11-06,230,estimate,,246,107,103,170,206,256,305,439
Amapá,2020-11-07,0,reported,,,,,,,,,
Amapá,2020-11-07,183,estimate,,197,82,87,139,166,204,240,352
Amapá,2020-11-08,178,reported,,,,,,,,,
Amapá,2020-11-08,141,estimate,,152,65,65,106,127,158,186,273
Amapá,2020-11-09,320,reported,,,,,,,,,
Amapá,2020-11-09,176,estimate,,187,79,80,131,158,195,231,337
Amapá,2020-11-10,244,reported,,,,,,,,,
Amapá,2020-11-10,243,estimate,,258,110,108,179,218,269,320,462
Amapá,2020-11-11,216,reported,,,,,,,,,
Amapá,2020-11-11,266,estimate,,285,122,120,198,240,295,352,509
Amapá,2020-11-12,266,reported,,,,,,,,,
Amapá,2020-11-12,283,estimate,,304,130,128,213,253,316,377,548
Amapá,2020-11-13,361,reported,,,,,,,,,
Amapá,2020-11-13,273,estimate,,292,125,125,203,245,303,361,514
Amapá,2020-11-14,421,reported,,,,,,,,,
Amapá,2020-11-14,220,estimate,,233,100,96,161,196,244,287,414
Amapá,2020-11-15,141,reported,,,,,,,,,
Amapá,2020-11-15,169,estimate,,178,76,73,122,149,188,219,317
Amapá,2020-11-16,177,reported,,,,,,,,,
Amapá,2020-11-16,203,estimate,,218,94,95,151,181,227,270,396
Amapá,2020-11-17,226,reported,,,,,,,,,
Amapá,2020-11-17,279,estimate,,295,126,124,204,248,314,368,522
Amapá,2020-11-18,270,reported,,,,,,,,,
Amapá,2020-11-18,303,estimate,,325,141,138,224,271,336,400,587
Amapá,2020-11-19,233,reported,,,,,,,,,
Amapá,2020-11-19,318,estimate,,340,147,140,235,283,354,420,610
Amapá,2020-11-20,200,reported,,,,,,,,,
Amapá,2020-11-20,310,estimate,,330,137,141,232,279,343,409,584
Amapá,2020-11-21,151,reported,,,,,,,,,
Amapá,2020-11-21,248,estimate,,265,114,111,185,223,277,326,476
Amapá,2020-11-22,312,reported,,,,,,,,,
Amapá,2020-11-22,184,estimate,,198,85,83,138,167,205,243,357
Amapá,2020-11-23,374,reported,,,,,,,,,
Amapá,2020-11-23,226,estimate,,242,104,102,168,203,252,300,431
Amapá,2020-11-24,421,reported,,,,,,,,,
Amapá,2020-11-24,309,estimate,,329,141,143,227,274,344,408,587
Amapá,2020-11-25,355,reported,,,,,,,,,
Amapá,2020-11-25,335,estimate,,356,152,153,250,300,371,434,642
Amapá,2020-11-26,345,reported,,,,,,,,,
Amapá,2020-11-26,351,estimate,,376,159,158,262,316,391,467,665
Amapá,2020-11-27,257,reported,,,,,,,,,
Amapá,2020-11-27,333,estimate,,355,152,148,246,300,369,440,634
Amapá,2020-11-28,535,reported,,,,,,,,,
Amapá,2020-11-28,259,estimate,,277,116,121,195,233,288,343,490
Amapá,2020-11-29,121,reported,,,,,,,,,
Amapá,2020-11-29,197,estimate,,211,91,87,147,176,219,260,380
Amapá,2020-11-30,175,reported,,,,,,,,,
Amapá,2020-11-30,240,estimate,,256,108,110,179,216,265,318,452
Amapá,2020-12-01,292,reported,,,,,,,,,
Amapá,2020-12-01,317,estimate,,342,145,144,238,286,355,424,611
Amapá,2020-12-02,427,reported,,,,,,,,,
Amapá,2020-12-02,345,estimate,,372,157,159,258,314,386,459,670
Amapá,2020-12-03,541,reported,,,,,,,,,
Amapá,2020-12-03,365,estimate,,392,167,171,270,327,409,490,706
Amapá,2020-12-04,360,reported,,,,,,,,,
Amapá,2020-12-04,342,estimate,,367,156,154,256,307,384,453,660
Amapá,2020-12-05,302,reported,,,,,,,,,
Amapá,2020-12-05,270,estimate,,289,123,123,200,242,302,359,517
Amapá,2020-12-06,124,reported,,,,,,,,,
Amapá,2020-12-06,199,estimate,,214,92,90,148,180,223,263,384
Amapá,2020-12-07,216,reported,,,,,,,,,
Amapá,2020-12-07,246,estimate,,262,109,114,185,221,274,326,460
Amapá,2020-12-08,214,reported,,,,,,,,,
Amapá,2020-12-08,326,estimate,,346,147,147,240,290,364,431,607
Amapá,2020-12-09,318,reported,,,,,,,,,
Amapá,2020-12-09,357,estimate,,380,160,163,265,318,397,466,680
Amapá,2020-12-10,296,reported,,,,,,,,,
Amapá,2020-12-10,368,estimate,,393,167,173,274,328,407,482,699
Amapá,2020-12-11,543,reported,,,,,,,,,
Amapá,2020-12-11,346,estimate,,366,154,155,256,308,386,450,654
Amapá,2020-12-12,278,reported,,,,,,,,,
Amapá,2020-12-12,270,estimate,,287,125,122,198,240,301,353,518
Amapá,2020-12-13,271,reported,,,,,,,,,
Amapá,2020-12-13,202,estimate,,215,92,87,150,182,223,267,389
Amapá,2020-12-14,288,reported,,,,,,,,,
Amapá,2020-12-14,240,estimate,,259,114,106,179,217,269,323,465
Amapá,2020-12-15,388,reported,,,,,,,,,
Amapá,2020-12-15,323,estimate,,347,154,145,235,286,360,429,640
Amapá,2020-12-16,314,reported,,,,,,,,,
Amapá,2020-12-16,350,estimate,,373,165,151,255,314,390,457,671
Amapá,2020-12-17,246,reported,,,,,,,,,
Amapá,2020-12-17,363,estimate,,388,176,156,260,321,404,486,703
Amapá,2020-12-18,0,reported,,,,,,,,,
Amapá,2020-12-18,335,estimate,,364,166,149,246,298,375,451,676
Amapá,2020-12-19,265,forecast,,288,136,112,191,236,298,360,548
Amapá,2020-12-20,195,forecast,,213,106,80,140,173,218,267,408
Amapá,2020-12-21,235,forecast,,258,126,99,166,209,265,322,495
Amapá,2020-12-22,314,forecast,,347,176,131,222,277,355,434,672
Amapá,2020-12-23,338,forecast,,376,195,142,240,294,381,473,743
Amapá,2020-12-24,349,forecast,,392,222,141,243,305,397,493,780
Amapá,2020-12-25,328,forecast,,368,200,131,228,287,375,460,738
Amapá,2020-12-26,254,forecast,,292,171,95,174,221,292,362,626
Amapá,2020-12-27,188,forecast,,215,128,69,126,164,217,276,446
Amapá,2020-12-28,225,forecast,,264,176,80,150,191,259,330,576
Amapá,2020-12-29,302,forecast,,360,237,107,206,263,353,453,801
Amapá,2020-12-30,322,forecast,,386,273,109,210,274,380,490,854
Amapá,2020-12-31,340,forecast,,410,314,108,219,289,397,515,934
Amapá,2021-01-01,322,forecast,,388,324,98,204,267,378,486,870
Amazonas,2020-09-25,916,reported,,,,,,,,,
Amazonas,2020-09-25,753,estimate,,810,365,330,542,665,834,1001,1512
Amazonas,2020-09-26,964,reported,,,,,,,,,
Amazonas,2020-09-26,758,estimate,,814,360,331,549,677,852,1021,1454
Amazonas,2020-09-27,247,reported,,,,,,,,,
Amazonas,2020-09-27,308,estimate,,330,151,132,222,271,343,408,611
Amazonas,2020-09-28,292,reported,,,,,,,,,
Amazonas,2020-09-28,260,estimate,,280,129,107,186,231,293,351,522
Amazonas,2020-09-29,1256,reported,,,,,,,,,
Amazonas,2020-09-29,894,estimate,,967,443,377,649,805,1008,1208,1784
Amazonas,2020-09-30,1362,reported,,,,,,,,,
Amazonas,2020-09-30,941,estimate,,1014,468,395,681,832,1053,1257,1866
Amazonas,2020-10-01,914,reported,,,,,,,,,
Amazonas,2020-10-01,887,estimate,,972,441,395,655,790,1008,1223,1822
Amazonas,2020-10-02,959,reported,,,,,,,,,
Amazonas,2020-10-02,836,estimate,,899,413,352,606,742,933,1126,1670
Amazonas,2020-10-03,938,reported,,,,,,,,,
Amazonas,2020-10-03,814,estimate,,869,386,363,591,722,912,1081,1576
Amazonas,2020-10-04,245,reported,,,,,,,,,
Amazonas,2020-10-04,319,estimate,,343,156,139,234,287,357,424,628
Amazonas,2020-10-05,191,reported,,,,,,,,,
Amazonas,2020-10-05,267,estimate,,287,128,115,197,240,296,357,526
Amazonas,2020-10-06,998,reported,,,,,,,,,
Amazonas,2020-10-06,908,estimate,,967,432,393,649,806,1007,1206,1768
Amazonas,2020-10-07,921,reported,,,,,,,,,
Amazonas,2020-10-07,905,estimate,,978,435,394,669,807,1015,1219,1778
Amazonas,2020-10-08,875,reported,,,,,,,,,
Amazonas,2020-10-08,874,estimate,,946,433,372,638,782,979,1182,1743
Amazonas,2020-10-09,866,reported,,,,,,,,,
Amazonas,2020-10-09,824,estimate,,883,399,352,595,730,923,1105,1607
Amazonas,2020-10-10,805,reported,,,,,,,,,
Amazonas,2020-10-10,804,estimate,,865,381,351,592,722,894,1082,1574
Amazonas,2020-10-11,419,reported,,,,,,,,,
Amazonas,2020-10-11,311,estimate,,333,149,130,226,276,346,415,614
Amazonas,2020-10-12,8,reported,,,,,,,,,
Amazonas,2020-10-12,257,estimate,,277,126,112,186,228,287,344,513
Amazonas,2020-10-13,399,reported,,,,,,,,,
Amazonas,2020-10-13,871,estimate,,931,422,373,626,772,970,1147,1738
Amazonas,2020-10-14,654,reported,,,,,,,,,
Amazonas,2020-10-14,878,estimate,,957,439,393,644,783,984,1189,1796
Amazonas,2020-10-15,848,reported,,,,,,,,,
Amazonas,2020-10-15,862,estimate,,925,415,365,628,775,959,1154,1700
Amazonas,2020-10-16,418,reported,,,,,,,,,
Amazonas,2020-10-16,799,estimate,,865,390,347,584,720,895,1076,1609
Amazonas,2020-10-17,1402,reported,,,,,,,,,
Amazonas,2020-10-17,778,estimate,,830,368,336,565,689,864,1031,1515
Amazonas,2020-10-18,411,reported,,,,,,,,,
Amazonas,2020-10-18,305,estimate,,327,146,132,219,271,341,410,593
Amazonas,2020-10-19,261,reported,,,,,,,,,
Amazonas,2020-10-19,246,estimate,,265,120,106,181,218,275,330,489
Amazonas,2020-10-20,938,reported,,,,,,,,,
Amazonas,2020-10-20,842,estimate,,902,403,356,618,752,933,1121,1647
Amazonas,2020-10-21,1669,reported,,,,,,,,,
Amazonas,2020-10-21,838,estimate,,905,402,367,611,750,945,1134,1655
Amazonas,2020-10-22,765,reported,,,,,,,,,
Amazonas,2020-10-22,818,estimate,,880,388,370,602,733,912,1089,1604
Amazonas,2020-10-23,966,reported,,,,,,,,,
Amazonas,2020-10-23,754,estimate,,813,366,333,552,674,841,1012,1489
Amazonas,2020-10-24,779,reported,,,,,,,,,
Amazonas,2020-10-24,732,estimate,,783,339,329,541,655,818,973,1428
Amazonas,2020-10-25,349,reported,,,,,,,,,
Amazonas,2020-10-25,284,estimate,,306,137,126,208,255,319,381,556
Amazonas,2020-10-26,344,reported,,,,,,,,,
Amazonas,2020-10-26,235,estimate,,254,116,100,170,209,264,317,470
Amazonas,2020-10-27,1050,reported,,,,,,,,,
Amazonas,2020-10-27,788,estimate,,846,376,344,573,705,885,1058,1527
Amazonas,2020-10-28,865,reported,,,,,,,,,
Amazonas,2020-10-28,805,estimate,,865,388,342,587,722,904,1084,1578
Amazonas,2020-10-29,1013,reported,,,,,,,,,
Amazonas,2020-10-29,788,estimate,,844,374,338,577,706,877,1047,1542
Amazonas,2020-10-30,838,reported,,,,,,,,,
Amazonas,2020-10-30,729,estimate,,777,342,321,536,649,810,961,1397
Amazonas,2020-10-31,249,reported,,,,,,,,,
Amazonas,2020-10-31,693,estimate,,747,331,309,509,614,773,934,1350
Amazonas,2020-11-01,291,reported,,,,,,,,,
Amazonas,2020-11-01,272,estimate,,293,130,118,200,244,306,365,535
Amazonas,2020-11-02,165,reported,,,,,,,,,
Amazonas,2020-11-02,228,estimate,,244,110,99,166,203,252,303,448
Amazonas,2020-11-03,421,reported,,,,,,,,,
Amazonas,2020-11-03,753,estimate,,810,363,337,552,674,838,1002,1496
Amazonas,2020-11-04,839,reported,,,,,,,,,
Amazonas,2020-11-04,770,estimate,,822,364,326,565,686,864,1023,1487
Amazonas,2020-11-05,671,reported,,,,,,,,,
Amazonas,2020-11-05,738,estimate,,798,361,310,538,666,836,1003,1450
Amazonas,2020-11-06,0,reported,,,,,,,,,
Amazonas,2020-11-06,683,estimate,,738,333,295,505,610,763,914,1360
Amazonas,2020-11-07,1324,reported,,,,,,,,,
Amazonas,2020-11-07,667,estimate,,716,319,293,491,598,744,890,1291
Amazonas,2020-11-08,270,reported,,,,,,,,,
Amazonas,2020-11-08,258,estimate,,279,128,112,189,230,290,346,517
Amazonas,2020-11-09,305,reported,,,,,,,,,
Amazonas,2020-11-09,214,estimate,,232,106,93,155,191,240,289,433
Amazonas,2020-11-10,802,reported,,,,,,,,,
Amazonas,2020-11-10,735,estimate,,792,357,319,536,651,821,989,1441
Amazonas,2020-11-11,715,reported,,,,,,,,,
Amazonas,2020-11-11,738,estimate,,796,361,318,533,657,832,998,1467
Amazonas,2020-11-12,603,reported,,,,,,,,,
Amazonas,2020-11-12,710,estimate,,770,341,320,522,634,802,964,1397
Amazonas,2020-11-13,507,reported,,,,,,,,,
Amazonas,2020-11-13,674,estimate,,724,322,298,493,601,756,905,1334
Amazonas,2020-11-14,569,reported,,,,,,,,,
Amazonas,2020-11-14,651,estimate,,701,312,284,474,578,730,876,1264
Amazonas,2020-11-15,168,reported,,,,,,,,,
Amazonas,2020-11-15,255,estimate,,276,125,110,188,227,284,344,517
Amazonas,2020-11-16,219,reported,,,,,,,,,
Amazonas,2020-11-16,215,estimate,,229,103,91,154,191,240,287,412
Amazonas,2020-11-17,906,reported,,,,,,,,,
Amazonas,2020-11-17,724,estimate,,775,347,305,521,644,808,962,1434
Amazonas,2020-11-18,703,reported,,,,,,,,,
Amazonas,2020-11-18,740,estimate,,792,356,313,538,657,826,986,1454
Amazonas,2020-11-19,957,reported,,,,,,,,,
Amazonas,2020-11-19,715,estimate,,765,334,317,531,642,801,948,1383
Amazonas,2020-11-20,740,reported,,,,,,,,,
Amazonas,2020-11-20,664,estimate,,715,318,295,482,592,740,889,1326
Amazonas,2020-11-21,488,reported,,,,,,,,,
Amazonas,2020-11-21,651,estimate,,703,316,286,474,580,729,878,1281
Amazonas,2020-11-22,131,reported,,,,,,,,,
Amazonas,2020-11-22,255,estimate,,276,125,112,187,229,287,340,513
Amazonas,2020-11-23,303,reported,,,,,,,,,
Amazonas,2020-11-23,213,estimate,,230,104,93,157,191,237,284,422
Amazonas,2020-11-24,799,reported,,,,,,,,,
Amazonas,2020-11-24,731,estimate,,781,343,320,530,650,812,969,1414
Amazonas,2020-11-25,719,reported,,,,,,,,,
Amazonas,2020-11-25,758,estimate,,816,362,333,561,678,854,1013,1467
Amazonas,2020-11-26,916,reported,,,,,,,,,
Amazonas,2020-11-26,740,estimate,,785,348,314,538,664,822,967,1448
Amazonas,2020-11-27,928,reported,,,,,,,,,
Amazonas,2020-11-27,704,estimate,,756,340,313,511,632,782,934,1385
Amazonas,2020-11-28,658,reported,,,,,,,,,
Amazonas,2020-11-28,673,estimate,,724,317,296,501,606,750,893,1314
Amazonas,2020-11-29,191,reported,,,,,,,,,
Amazonas,2020-11-29,265,estimate,,284,128,114,193,238,295,352,525
Amazonas,2020-11-30,209,reported,,,,,,,,,
Amazonas,2020-11-30,225,estimate,,242,107,98,166,202,252,302,442
Amazonas,2020-12-01,1065,reported,,,,,,,,,
Amazonas,2020-12-01,759,estimate,,820,368,335,556,675,852,1019,1508
Amazonas,2020-12-02,698,reported,,,,,,,,,
Amazonas,2020-12-02,782,estimate,,841,376,335,575,698,876,1042,1538
Amazonas,2020-12-03,879,reported,,,,,,,,,
Amazonas,2020-12-03,767,estimate,,821,365,330,558,688,857,1016,1514
Amazonas,2020-12-04,789,reported,,,,,,,,,
Amazonas,2020-12-04,739,estimate,,788,346,323,543,652,823,975,1430
Amazonas,2020-12-05,706,reported,,,,,,,,,
Amazonas,2020-12-05,709,estimate,,766,339,316,527,634,792,955,1379
Amazonas,2020-12-06,331,reported,,,,,,,,,
Amazonas,2020-12-06,283,estimate,,302,134,121,205,252,318,374,553
Amazonas,2020-12-07,207,reported,,,,,,,,,
Amazonas,2020-12-07,241,estimate,,258,114,102,175,216,269,322,473
Amazonas,2020-12-08,955,reported,,,,,,,,,
Amazonas,2020-12-08,818,estimate,,870,380,359,597,729,915,1074,1581
Amazonas,2020-12-09,438,reported,,,,,,,,,
Amazonas,2020-12-09,848,estimate,,912,415,362,621,758,938,1125,1671
Amazonas,2020-12-10,821,reported,,,,,,,,,
Amazonas,2020-12-10,832,estimate,,891,396,371,607,736,931,1100,1640
Amazonas,2020-12-11,843,reported,,,,,,,,,
Amazonas,2020-12-11,788,estimate,,846,373,358,581,701,876,1058,1542
Amazonas,2020-12-12,342,reported,,,,,,,,,
Amazonas,2020-12-12,772,estimate,,833,389,327,559,682,859,1027,1559
Amazonas,2020-12-13,554,reported,,,,,,,,,
Amazonas,2020-12-13,304,estimate,,329,154,129,221,270,339,409,618
Amazonas,2020-12-14,451,reported,,,,,,,,,
Amazonas,2020-12-14,259,estimate,,278,127,110,186,231,289,347,518
Amazonas,2020-12-15,651,reported,,,,,,,,,
Amazonas,2020-12-15,880,estimate,,962,443,387,644,789,986,1198,1805
Amazonas,2020-12-16,988,reported,,,,,,,,,
Amazonas,2020-12-16,918,estimate,,1006,480,385,667,814,1032,1252,1909
Amazonas,2020-12-17,894,reported,,,,,,,,,
Amazonas,2020-12-17,892,estimate,,972,453,392,644,792,1005,1215,1813
Amazonas,2020-12-18,1156,reported,,,,,,,,,
Amazonas,2020-12-18,861,estimate,,933,446,367,609,757,967,1168,1747
Amazonas,2020-12-19,845,forecast,,929,456,356,605,745,946,1145,1787
Amazonas,2020-12-20,330,forecast,,363,178,138,236,293,370,455,699
Amazonas,2020-12-21,283,forecast,,313,155,119,204,252,321,394,605
Amazonas,2020-12-22,973,forecast,,1077,567,400,686,846,1099,1327,2151
Amazonas,2020-12-23,1014,forecast,,1127,579,406,724,892,1141,1408,2207
Amazonas,2020-12-24,994,forecast,,1122,619,411,698,875,1138,1407,2199
Amazonas,2020-12-25,956,forecast,,1084,629,384,676,842,1079,1350,2184
Amazonas,2020-12-26,942,forecast,,1069,641,359,636,823,1073,1336,2190
Amazonas,2020-12-27,381,forecast,,438,282,147,260,332,437,541,908
Amazonas,2020-12-28,314,forecast,,363,228,115,212,269,358,453,774
Amazonas,2020-12-29,1064,forecast,,1277,881,397,723,922,1235,1574,2794
Amazonas,2020-12-30,1105,forecast,,1327,930,420,750,945,1283,1616,2948
Amazonas,2020-12-31,1096,forecast,,1330,1008,402,732,946,1258,1624,3040
Amazonas,2021-01-01,1035,forecast,,1281,1008,383,690,888,1201,1545,2973
Bahia,2020-09-25,1810,reported,,,,,,,,,
Bahia,2020-09-25,1401,estimate,,1495,596,696,1067,1268,1546,1840,2586
Bahia,2020-09-26,2128,reported,,,,,,,,,
Bahia,2020-09-26,1366,estimate,,1449,558,680,1053,1238,1505,1767,2480
Bahia,2020-09-27,850,reported,,,,,,,,,
Bahia,2020-09-27,902,estimate,,952,375,426,684,818,993,1170,1640
Bahia,2020-09-28,593,reported,,,,,,,,,
Bahia,2020-09-28,791,estimate,,838,335,383,602,720,871,1023,1445
Bahia,2020-09-29,1623,reported,,,,,,,,,
Bahia,2020-09-29,1366,estimate,,1458,589,664,1041,1235,1517,1786,2562
Bahia,2020-09-30,2274,reported,,,,,,,,,
Bahia,2020-09-30,1745,estimate,,1833,691,871,1337,1581,1920,2229,3091
Bahia,2020-10-01,1524,reported,,,,,,,,,
Bahia,2020-10-01,1806,estimate,,1898,742,875,1367,1627,1985,2319,3238
Bahia,2020-10-02,1354,reported,,,,,,,,,
Bahia,2020-10-02,1612,estimate,,1710,678,764,1233,1455,1791,2105,2953
Bahia,2020-10-03,1307,reported,,,,,,,,,
Bahia,2020-10-03,1471,estimate,,1556,623,691,1113,1336,1623,1908,2739
Bahia,2020-10-04,729,reported,,,,,,,,,
Bahia,2020-10-04,934,estimate,,982,389,438,698,839,1028,1204,1710
Bahia,2020-10-05,565,reported,,,,,,,,,
Bahia,2020-10-05,794,estimate,,840,333,383,607,720,872,1026,1453
Bahia,2020-10-06,2142,reported,,,,,,,,,
Bahia,2020-10-06,1356,estimate,,1440,565,655,1036,1232,1499,1762,2459
Bahia,2020-10-07,1834,reported,,,,,,,,,
Bahia,2020-10-07,1706,estimate,,1819,717,847,1309,1551,1882,2218,3223
Bahia,2020-10-08,1817,reported,,,,,,,,,
Bahia,2020-10-08,1751,estimate,,1849,722,878,1329,1584,1916,2253,3172
Bahia,2020-10-09,1412,reported,,,,,,,,,
Bahia,2020-10-09,1578,estimate,,1657,651,754,1188,1421,1730,2030,2841
Bahia,2020-10-10,1754,reported,,,,,,,,,
Bahia,2020-10-10,1427,estimate,,1516,585,716,1100,1300,1578,1841,2597
Bahia,2020-10-11,993,reported,,,,,,,,,
Bahia,2020-10-11,906,estimate,,964,382,444,690,820,1004,1174,1674
Bahia,2020-10-12,677,reported,,,,,,,,,
Bahia,2020-10-12,774,estimate,,814,323,371,584,691,848,990,1409
Bahia,2020-10-13,693,reported,,,,,,,,,
Bahia,2020-10-13,1327,estimate,,1400,563,626,995,1198,1466,1730,2401
Bahia,2020-10-14,2460,reported,,,,,,,,,
Bahia,2020-10-14,1639,estimate,,1741,691,806,1236,1479,1822,2136,2987
Bahia,2020-10-15,1575,reported,,,,,,,,,
Bahia,2020-10-15,1694,estimate,,1798,705,845,1298,1537,1865,2200,3045
Bahia,2020-10-16,1536,reported,,,,,,,,,
Bahia,2020-10-16,1531,estimate,,1613,635,727,1158,1373,1690,1976,2801
Bahia,2020-10-17,1799,reported,,,,,,,,,
Bahia,2020-10-17,1380,estimate,,1463,583,661,1047,1256,1535,1788,2561
Bahia,2020-10-18,654,reported,,,,,,,,,
Bahia,2020-10-18,875,estimate,,931,366,439,671,793,967,1132,1598
Bahia,2020-10-19,881,reported,,,,,,,,,
Bahia,2020-10-19,749,estimate,,785,306,357,569,674,823,961,1351
Bahia,2020-10-20,1762,reported,,,,,,,,,
Bahia,2020-10-20,1281,estimate,,1353,532,628,973,1157,1414,1656,2320
Bahia,2020-10-21,1221,reported,,,,,,,,,
Bahia,2020-10-21,1618,estimate,,1706,674,778,1234,1467,1780,2078,2943
Bahia,2020-10-22,1450,reported,,,,,,,,,
Bahia,2020-10-22,1635,estimate,,1732,688,802,1246,1491,1791,2105,3034
Bahia,2020-10-23,1861,reported,,,,,,,,,
Bahia,2020-10-23,1448,estimate,,1540,598,730,1115,1319,1596,1863,2649
Bahia,2020-10-24,1488,reported,,,,,,,,,
Bahia,2020-10-24,1340,estimate,,1415,562,644,1012,1205,1485,1725,2445
Bahia,2020-10-25,691,reported,,,,,,,,,
Bahia,2020-10-25,846,estimate,,895,350,406,649,770,929,1095,1517
Bahia,2020-10-26,1244,reported,,,,,,,,,
Bahia,2020-10-26,712,estimate,,759,302,346,542,649,784,920,1327
Bahia,2020-10-27,1772,reported,,,,,,,,,
Bahia,2020-10-27,1222,estimate,,1303,512,609,933,1108,1353,1589,2229
Bahia,2020-10-28,1990,reported,,,,,,,,,
Bahia,2020-10-28,1580,estimate,,1662,636,775,1211,1439,1734,2023,2800
Bahia,2020-10-29,1566,reported,,,,,,,,,
Bahia,2020-10-29,1599,estimate,,1692,663,762,1209,1448,1770,2065,2900
Bahia,2020-10-30,1423,reported,,,,,,,,,
Bahia,2020-10-30,1439,estimate,,1518,591,699,1089,1308,1598,1840,2615
Bahia,2020-10-31,457,reported,,,,,,,,,
Bahia,2020-10-31,1316,estimate,,1388,535,648,1009,1181,1446,1684,2401
Bahia,2020-11-01,886,reported,,,,,,,,,
Bahia,2020-11-01,837,estimate,,885,351,411,634,757,928,1091,1504
Bahia,2020-11-02,533,reported,,,,,,,,,
Bahia,2020-11-02,721,estimate,,763,297,362,546,648,798,926,1315
Bahia,2020-11-03,407,reported,,,,,,,,,
Bahia,2020-11-03,1246,estimate,,1320,521,611,942,1126,1378,1623,2279
Bahia,2020-11-04,770,reported,,,,,,,,,
Bahia,2020-11-04,1594,estimate,,1684,656,779,1220,1444,1751,2058,2848
Bahia,2020-11-05,3377,reported,,,,,,,,,
Bahia,2020-11-05,1650,estimate,,1758,688,819,1269,1498,1834,2133,3056
Bahia,2020-11-06,2006,reported,,,,,,,,,
Bahia,2020-11-06,1487,estimate,,1575,624,730,1116,1342,1651,1929,2726
Bahia,2020-11-07,1427,reported,,,,,,,,,
Bahia,2020-11-07,1384,estimate,,1466,575,681,1056,1252,1530,1783,2490
Bahia,2020-11-08,583,reported,,,,,,,,,
Bahia,2020-11-08,911,estimate,,954,373,433,688,822,992,1163,1646
Bahia,2020-11-09,840,reported,,,,,,,,,
Bahia,2020-11-09,778,estimate,,819,328,372,582,699,858,1000,1436
Bahia,2020-11-10,1955,reported,,,,,,,,,
Bahia,2020-11-10,1335,estimate,,1415,557,663,1015,1214,1480,1721,2446
Bahia,2020-11-11,1728,reported,,,,,,,,,
Bahia,2020-11-11,1736,estimate,,1853,744,852,1324,1575,1917,2275,3212
Bahia,2020-11-12,1590,reported,,,,,,,,,
Bahia,2020-11-12,1830,estimate,,1913,759,874,1374,1643,2001,2319,3304
Bahia,2020-11-13,2119,reported,,,,,,,,,
Bahia,2020-11-13,1651,estimate,,1756,688,823,1268,1501,1817,2139,3029
Bahia,2020-11-14,1349,reported,,,,,,,,,
Bahia,2020-11-14,1575,estimate,,1654,639,762,1206,1430,1729,2006,2836
Bahia,2020-11-15,1282,reported,,,,,,,,,
Bahia,2020-11-15,1020,estimate,,1083,430,505,771,921,1132,1319,1878
Bahia,2020-11-16,712,reported,,,,,,,,,
Bahia,2020-11-16,896,estimate,,952,380,433,681,812,990,1159,1668
Bahia,2020-11-17,653,reported,,,,,,,,,
Bahia,2020-11-17,1576,estimate,,1662,651,773,1193,1430,1730,2026,2861
Bahia,2020-11-18,2071,reported,,,,,,,,,
Bahia,2020-11-18,2074,estimate,,2198,871,1019,1595,1886,2274,2660,3821
Bahia,2020-11-19,2849,reported,,,,,,,,,
Bahia,2020-11-19,2202,estimate,,2332,929,1085,1670,1986,2405,2843,4077
Bahia,2020-11-20,1870,reported,,,,,,,,,
Bahia,2020-11-20,2050,estimate,,2168,843,1003,1571,1862,2253,2657,3697
Bahia,2020-11-21,1781,reported,,,,,,,,,
Bahia,2020-11-21,1933,estimate,,2042,809,914,1459,1749,2139,2511,3545
Bahia,2020-11-22,958,reported,,,,,,,,,
Bahia,2020-11-22,1268,estimate,,1337,527,602,955,1145,1395,1638,2311
Bahia,2020-11-23,1418,reported,,,,,,,,,
Bahia,2020-11-23,1140,estimate,,1207,474,550,872,1040,1253,1458,2097
Bahia,2020-11-24,1465,reported,,,,,,,,,
