region,date,median,type,strat,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Distrito Federal,2020-11-18,560,estimate,,580,176,328,458,521,602,681,895
Distrito Federal,2020-11-19,756,reported,,,,,,,,,
Distrito Federal,2020-11-19,594,estimate,,612,184,342,479,550,640,722,948
Distrito Federal,2020-11-20,554,reported,,,,,,,,,
Distrito Federal,2020-11-20,646,estimate,,665,200,377,521,597,697,788,1029
Distrito Federal,2020-11-21,542,reported,,,,,,,,,
Distrito Federal,2020-11-21,538,estimate,,556,165,319,439,499,580,654,870
Distrito Federal,2020-11-22,280,reported,,,,,,,,,
Distrito Federal,2020-11-22,446,estimate,,460,141,256,362,413,479,543,713
Distrito Federal,2020-11-23,859,reported,,,,,,,,,
Distrito Federal,2020-11-23,563,estimate,,580,177,329,455,521,606,678,894
Distrito Federal,2020-11-24,496,reported,,,,,,,,,
Distrito Federal,2020-11-24,658,estimate,,677,207,378,531,607,711,797,1059
Distrito Federal,2020-11-25,860,reported,,,,,,,,,
Distrito Federal,2020-11-25,640,estimate,,661,196,376,521,595,691,777,1014
Distrito Federal,2020-11-26,824,reported,,,,,,,,,
Distrito Federal,2020-11-26,680,estimate,,702,208,403,552,625,730,829,1083
Distrito Federal,2020-11-27,884,reported,,,,,,,,,
Distrito Federal,2020-11-27,729,estimate,,751,226,429,590,669,782,889,1164
Distrito Federal,2020-11-28,494,reported,,,,,,,,,
Distrito Federal,2020-11-28,616,estimate,,635,192,360,496,568,665,754,982
Distrito Federal,2020-11-29,627,reported,,,,,,,,,
Distrito Federal,2020-11-29,495,estimate,,515,153,295,409,461,534,605,791
Distrito Federal,2020-11-30,444,reported,,,,,,,,,
Distrito Federal,2020-11-30,636,estimate,,656,201,373,514,589,685,772,1023
Distrito Federal,2020-12-01,976,reported,,,,,,,,,
Distrito Federal,2020-12-01,747,estimate,,772,236,437,605,690,804,907,1201
Distrito Federal,2020-12-02,783,reported,,,,,,,,,
Distrito Federal,2020-12-02,717,estimate,,744,227,415,590,667,771,871,1172
Distrito Federal,2020-12-03,521,reported,,,,,,,,,
Distrito Federal,2020-12-03,755,estimate,,780,236,441,613,700,811,920,1201
Distrito Federal,2020-12-04,1355,reported,,,,,,,,,
Distrito Federal,2020-12-04,806,estimate,,831,249,470,654,743,868,973,1275
Distrito Federal,2020-12-05,595,reported,,,,,,,,,
Distrito Federal,2020-12-05,668,estimate,,695,211,401,543,621,722,819,1078
Distrito Federal,2020-12-06,355,reported,,,,,,,,,
Distrito Federal,2020-12-06,545,estimate,,564,172,314,443,506,590,663,873
Distrito Federal,2020-12-07,645,reported,,,,,,,,,
Distrito Federal,2020-12-07,682,estimate,,708,212,408,559,633,734,831,1103
Distrito Federal,2020-12-08,1104,reported,,,,,,,,,
Distrito Federal,2020-12-08,805,estimate,,827,250,468,643,746,864,979,1271
Distrito Federal,2020-12-09,842,reported,,,,,,,,,
Distrito Federal,2020-12-09,768,estimate,,794,237,457,625,711,830,936,1227
Distrito Federal,2020-12-10,792,reported,,,,,,,,,
Distrito Federal,2020-12-10,798,estimate,,831,253,475,651,744,861,979,1289
Distrito Federal,2020-12-11,831,reported,,,,,,,,,
Distrito Federal,2020-12-11,845,estimate,,877,260,512,691,784,911,1030,1336
Distrito Federal,2020-12-12,689,reported,,,,,,,,,
Distrito Federal,2020-12-12,700,estimate,,722,221,401,566,646,753,853,1128
Distrito Federal,2020-12-13,462,reported,,,,,,,,,
Distrito Federal,2020-12-13,571,estimate,,592,181,333,464,529,618,700,919
Distrito Federal,2020-12-14,1036,reported,,,,,,,,,
Distrito Federal,2020-12-14,717,estimate,,739,223,410,580,665,775,873,1146
Distrito Federal,2020-12-15,737,reported,,,,,,,,,
Distrito Federal,2020-12-15,824,estimate,,853,263,474,666,761,892,1004,1321
Distrito Federal,2020-12-16,531,reported,,,,,,,,,
Distrito Federal,2020-12-16,784,estimate,,815,255,456,634,720,847,967,1273
Distrito Federal,2020-12-17,899,reported,,,,,,,,,
Distrito Federal,2020-12-17,814,estimate,,845,269,471,648,747,878,1006,1338
Distrito Federal,2020-12-18,913,reported,,,,,,,,,
Distrito Federal,2020-12-18,869,estimate,,911,298,501,699,798,945,1087,1439
Distrito Federal,2020-12-19,721,forecast,,751,243,409,577,664,778,891,1186
Distrito Federal,2020-12-20,576,forecast,,605,210,321,452,525,630,725,996
Distrito Federal,2020-12-21,718,forecast,,756,272,386,564,654,785,902,1266
Distrito Federal,2020-12-22,830,forecast,,878,324,435,651,757,905,1060,1469
Distrito Federal,2020-12-23,790,forecast,,839,327,408,615,722,865,1006,1446
Distrito Federal,2020-12-24,820,forecast,,875,350,417,626,744,907,1059,1521
Distrito Federal,2020-12-25,880,forecast,,938,390,426,659,784,969,1144,1665
Distrito Federal,2020-12-26,720,forecast,,779,349,335,539,648,797,949,1432
Distrito Federal,2020-12-27,578,forecast,,634,307,268,424,516,645,772,1169
Distrito Federal,2020-12-28,724,forecast,,793,389,320,529,647,814,976,1475
Distrito Federal,2020-12-29,826,forecast,,920,490,356,588,731,919,1130,1813
Distrito Federal,2020-12-30,797,forecast,,901,522,325,570,708,903,1113,1744
Distrito Federal,2020-12-31,824,forecast,,933,557,317,578,724,932,1142,1909
Distrito Federal,2021-01-01,883,forecast,,1009,649,334,609,771,995,1236,2084
Espirito Santo,2020-09-25,897,reported,,,,,,,,,
Espirito Santo,2020-09-25,644,estimate,,665,195,386,525,599,693,786,1019
Espirito Santo,2020-09-26,457,reported,,,,,,,,,
Espirito Santo,2020-09-26,486,estimate,,501,151,282,394,450,523,586,777
Espirito Santo,2020-09-27,470,reported,,,,,,,,,
Espirito Santo,2020-09-27,432,estimate,,447,133,253,352,402,465,524,684
Espirito Santo,2020-09-28,604,reported,,,,,,,,,
Espirito Santo,2020-09-28,645,estimate,,667,195,386,530,602,695,781,1013
Espirito Santo,2020-09-29,918,reported,,,,,,,,,
Espirito Santo,2020-09-29,837,estimate,,864,258,490,678,778,904,1014,1331
Espirito Santo,2020-09-30,776,reported,,,,,,,,,
Espirito Santo,2020-09-30,776,estimate,,802,246,448,628,716,836,951,1252
Espirito Santo,2020-10-01,860,reported,,,,,,,,,
Espirito Santo,2020-10-01,740,estimate,,762,226,438,599,686,796,896,1165
Espirito Santo,2020-10-02,675,reported,,,,,,,,,
Espirito Santo,2020-10-02,761,estimate,,787,235,458,622,703,820,926,1200
Espirito Santo,2020-10-03,719,reported,,,,,,,,,
Espirito Santo,2020-10-03,553,estimate,,572,168,326,454,512,598,675,867
Espirito Santo,2020-10-04,552,reported,,,,,,,,,
Espirito Santo,2020-10-04,472,estimate,,489,149,278,383,438,511,573,762
Espirito Santo,2020-10-05,705,reported,,,,,,,,,
Espirito Santo,2020-10-05,698,estimate,,720,213,414,570,649,748,847,1106
Espirito Santo,2020-10-06,849,reported,,,,,,,,,
Espirito Santo,2020-10-06,887,estimate,,916,265,533,733,824,957,1076,1400
Espirito Santo,2020-10-07,740,reported,,,,,,,,,
Espirito Santo,2020-10-07,814,estimate,,840,248,485,664,758,875,988,1279
Espirito Santo,2020-10-08,740,reported,,,,,,,,,
Espirito Santo,2020-10-08,777,estimate,,799,231,459,635,723,833,941,1212
Espirito Santo,2020-10-09,769,reported,,,,,,,,,
Espirito Santo,2020-10-09,790,estimate,,817,242,467,644,734,853,961,1254
Espirito Santo,2020-10-10,363,reported,,,,,,,,,
Espirito Santo,2020-10-10,573,estimate,,591,171,342,472,536,617,687,896
Espirito Santo,2020-10-11,471,reported,,,,,,,,,
Espirito Santo,2020-10-11,495,estimate,,510,149,293,405,461,533,600,775
Espirito Santo,2020-10-12,822,reported,,,,,,,,,
Espirito Santo,2020-10-12,731,estimate,,753,224,430,593,676,785,884,1166
Espirito Santo,2020-10-13,946,reported,,,,,,,,,
Espirito Santo,2020-10-13,928,estimate,,962,292,546,753,860,1006,1134,1479
Espirito Santo,2020-10-14,847,reported,,,,,,,,,
Espirito Santo,2020-10-14,852,estimate,,881,258,510,694,793,915,1035,1349
Espirito Santo,2020-10-15,871,reported,,,,,,,,,
Espirito Santo,2020-10-15,808,estimate,,831,239,480,665,753,864,970,1262
Espirito Santo,2020-10-16,674,reported,,,,,,,,,
Espirito Santo,2020-10-16,842,estimate,,866,245,512,689,786,907,1016,1312
Espirito Santo,2020-10-17,861,reported,,,,,,,,,
Espirito Santo,2020-10-17,601,estimate,,622,184,358,488,559,650,733,949
Espirito Santo,2020-10-18,461,reported,,,,,,,,,
Espirito Santo,2020-10-18,518,estimate,,537,159,308,423,481,559,630,821
Espirito Santo,2020-10-19,1000,reported,,,,,,,,,
Espirito Santo,2020-10-19,759,estimate,,780,228,447,618,704,815,918,1190
Espirito Santo,2020-10-20,818,reported,,,,,,,,,
Espirito Santo,2020-10-20,973,estimate,,1000,291,572,797,902,1049,1168,1511
Espirito Santo,2020-10-21,1162,reported,,,,,,,,,
Espirito Santo,2020-10-21,894,estimate,,923,269,534,731,832,961,1088,1396
Espirito Santo,2020-10-22,660,reported,,,,,,,,,
Espirito Santo,2020-10-22,847,estimate,,871,252,505,695,787,907,1018,1327
Espirito Santo,2020-10-23,1094,reported,,,,,,,,,
Espirito Santo,2020-10-23,876,estimate,,909,266,523,726,818,945,1064,1392
Espirito Santo,2020-10-24,505,reported,,,,,,,,,
Espirito Santo,2020-10-24,629,estimate,,651,190,379,517,584,678,768,992
Espirito Santo,2020-10-25,663,reported,,,,,,,,,
Espirito Santo,2020-10-25,552,estimate,,569,165,332,451,512,592,666,865
Espirito Santo,2020-10-26,959,reported,,,,,,,,,
Espirito Santo,2020-10-26,802,estimate,,827,240,481,659,741,857,972,1263
Espirito Santo,2020-10-27,940,reported,,,,,,,,,
Espirito Santo,2020-10-27,1024,estimate,,1065,311,607,846,958,1111,1260,1608
Espirito Santo,2020-10-28,788,reported,,,,,,,,,
Espirito Santo,2020-10-28,954,estimate,,986,294,562,779,885,1029,1161,1506
Espirito Santo,2020-10-29,1127,reported,,,,,,,,,
Espirito Santo,2020-10-29,887,estimate,,917,270,530,725,822,962,1077,1395
Espirito Santo,2020-10-30,605,reported,,,,,,,,,
Espirito Santo,2020-10-30,934,estimate,,966,287,547,762,868,1008,1133,1485
Espirito Santo,2020-10-31,985,reported,,,,,,,,,
Espirito Santo,2020-10-31,681,estimate,,704,209,406,554,628,733,830,1083
Espirito Santo,2020-11-01,297,reported,,,,,,,,,
Espirito Santo,2020-11-01,584,estimate,,602,177,343,481,539,627,708,911
Espirito Santo,2020-11-02,663,reported,,,,,,,,,
Espirito Santo,2020-11-02,865,estimate,,893,260,519,705,799,932,1049,1360
Espirito Santo,2020-11-03,1069,reported,,,,,,,,,
Espirito Santo,2020-11-03,1120,estimate,,1156,343,659,913,1039,1210,1362,1784
Espirito Santo,2020-11-04,1018,reported,,,,,,,,,
Espirito Santo,2020-11-04,1043,estimate,,1075,314,624,857,969,1121,1252,1634
Espirito Santo,2020-11-05,1045,reported,,,,,,,,,
Espirito Santo,2020-11-05,989,estimate,,1021,300,584,809,919,1066,1202,1549
Espirito Santo,2020-11-06,1077,reported,,,,,,,,,
Espirito Santo,2020-11-06,1030,estimate,,1064,313,611,841,954,1113,1253,1629
Espirito Santo,2020-11-07,318,reported,,,,,,,,,
Espirito Santo,2020-11-07,752,estimate,,773,223,452,615,702,806,904,1171
Espirito Santo,2020-11-08,1220,reported,,,,,,,,,
Espirito Santo,2020-11-08,651,estimate,,674,198,392,534,604,704,792,1021
Espirito Santo,2020-11-09,644,reported,,,,,,,,,
Espirito Santo,2020-11-09,977,estimate,,1006,297,577,790,902,1052,1187,1540
Espirito Santo,2020-11-10,1587,reported,,,,,,,,,
Espirito Santo,2020-11-10,1255,estimate,,1295,379,750,1022,1167,1352,1524,1977
Espirito Santo,2020-11-11,1029,reported,,,,,,,,,
Espirito Santo,2020-11-11,1178,estimate,,1210,348,707,956,1091,1269,1420,1836
Espirito Santo,2020-11-12,1311,reported,,,,,,,,,
Espirito Santo,2020-11-12,1121,estimate,,1153,331,670,917,1043,1200,1351,1747
Espirito Santo,2020-11-13,1359,reported,,,,,,,,,
Espirito Santo,2020-11-13,1166,estimate,,1201,359,684,946,1078,1255,1410,1831
Espirito Santo,2020-11-14,481,reported,,,,,,,,,
Espirito Santo,2020-11-14,853,estimate,,879,269,503,687,787,917,1033,1362
Espirito Santo,2020-11-15,1089,reported,,,,,,,,,
Espirito Santo,2020-11-15,744,estimate,,768,225,438,614,694,799,898,1170
Espirito Santo,2020-11-16,1309,reported,,,,,,,,,
Espirito Santo,2020-11-16,1105,estimate,,1138,328,653,907,1026,1189,1340,1717
Espirito Santo,2020-11-17,1687,reported,,,,,,,,,
Espirito Santo,2020-11-17,1440,estimate,,1486,436,866,1181,1340,1546,1737,2273
Espirito Santo,2020-11-18,1314,reported,,,,,,,,,
Espirito Santo,2020-11-18,1334,estimate,,1374,403,800,1087,1240,1427,1611,2090
Espirito Santo,2020-11-19,1062,reported,,,,,,,,,
Espirito Santo,2020-11-19,1286,estimate,,1322,383,756,1048,1193,1378,1556,2007
Espirito Santo,2020-11-20,1603,reported,,,,,,,,,
Espirito Santo,2020-11-20,1334,estimate,,1381,397,809,1103,1245,1433,1613,2102
Espirito Santo,2020-11-21,583,reported,,,,,,,,,
Espirito Santo,2020-11-21,979,estimate,,1016,307,581,801,910,1055,1185,1587
Espirito Santo,2020-11-22,673,reported,,,,,,,,,
Espirito Santo,2020-11-22,861,estimate,,889,257,511,708,795,933,1042,1350
Espirito Santo,2020-11-23,1358,reported,,,,,,,,,
Espirito Santo,2020-11-23,1291,estimate,,1330,387,763,1057,1196,1390,1567,2016
Espirito Santo,2020-11-24,1789,reported,,,,,,,,,
Espirito Santo,2020-11-24,1668,estimate,,1727,516,1005,1355,1540,1799,2036,2686
Espirito Santo,2020-11-25,1549,reported,,,,,,,,,
Espirito Santo,2020-11-25,1532,estimate,,1591,469,923,1262,1427,1652,1863,2436
Espirito Santo,2020-11-26,1946,reported,,,,,,,,,
Espirito Santo,2020-11-26,1494,estimate,,1537,452,884,1226,1385,1599,1798,2346
Espirito Santo,2020-11-27,1773,reported,,,,,,,,,
Espirito Santo,2020-11-27,1537,estimate,,1596,470,927,1265,1433,1657,1870,2409
Espirito Santo,2020-11-28,1768,reported,,,,,,,,,
Espirito Santo,2020-11-28,1134,estimate,,1166,341,667,919,1044,1222,1379,1767
Espirito Santo,2020-11-29,587,reported,,,,,,,,,
Espirito Santo,2020-11-29,1000,estimate,,1029,300,600,814,925,1074,1215,1567
Espirito Santo,2020-11-30,1072,reported,,,,,,,,,
Espirito Santo,2020-11-30,1499,estimate,,1533,444,874,1214,1392,1607,1798,2321
Espirito Santo,2020-12-01,1972,reported,,,,,,,,,
Espirito Santo,2020-12-01,1946,estimate,,2000,592,1150,1565,1808,2098,2350,3055
Espirito Santo,2020-12-02,1852,reported,,,,,,,,,
Espirito Santo,2020-12-02,1799,estimate,,1854,543,1063,1471,1663,1924,2168,2834
Espirito Santo,2020-12-03,1612,reported,,,,,,,,,
Espirito Santo,2020-12-03,1715,estimate,,1782,528,1021,1419,1600,1852,2098,2770
Espirito Santo,2020-12-04,1667,reported,,,,,,,,,
Espirito Santo,2020-12-04,1808,estimate,,1873,541,1101,1489,1675,1954,2205,2845
Espirito Santo,2020-12-05,1843,reported,,,,,,,,,
Espirito Santo,2020-12-05,1303,estimate,,1348,394,788,1067,1208,1410,1582,2055
Espirito Santo,2020-12-06,1310,reported,,,,,,,,,
Espirito Santo,2020-12-06,1163,estimate,,1194,358,672,944,1072,1249,1404,1829
Espirito Santo,2020-12-07,1890,reported,,,,,,,,,
Espirito Santo,2020-12-07,1716,estimate,,1763,514,1026,1397,1577,1835,2073,2691
Espirito Santo,2020-12-08,2418,reported,,,,,,,,,
Espirito Santo,2020-12-08,2215,estimate,,2287,667,1335,1808,2044,2383,2685,3492
Espirito Santo,2020-12-09,2419,reported,,,,,,,,,
Espirito Santo,2020-12-09,2082,estimate,,2148,622,1257,1708,1940,2240,2517,3300
Espirito Santo,2020-12-10,1524,reported,,,,,,,,,
Espirito Santo,2020-12-10,1983,estimate,,2051,604,1176,1630,1837,2140,2418,3122
Espirito Santo,2020-12-11,2076,reported,,,,,,,,,
Espirito Santo,2020-12-11,2082,estimate,,2139,625,1249,1689,1941,2235,2495,3303
Espirito Santo,2020-12-12,1720,reported,,,,,,,,,
Espirito Santo,2020-12-12,1507,estimate,,1566,464,907,1234,1404,1619,1834,2411
Espirito Santo,2020-12-13,820,reported,,,,,,,,,
Espirito Santo,2020-12-13,1314,estimate,,1369,418,780,1073,1215,1419,1612,2131
Espirito Santo,2020-12-14,2414,reported,,,,,,,,,
Espirito Santo,2020-12-14,1986,estimate,,2050,591,1206,1634,1843,2137,2416,3111
Espirito Santo,2020-12-15,2400,reported,,,,,,,,,
Espirito Santo,2020-12-15,2589,estimate,,2658,801,1497,2089,2387,2791,3130,4088
Espirito Santo,2020-12-16,2989,reported,,,,,,,,,
Espirito Santo,2020-12-16,2368,estimate,,2446,731,1394,1937,2193,2550,2887,3748
Espirito Santo,2020-12-17,2292,reported,,,,,,,,,
Espirito Santo,2020-12-17,2258,estimate,,2345,715,1349,1845,2093,2427,2751,3657
Espirito Santo,2020-12-18,2139,reported,,,,,,,,,
Espirito Santo,2020-12-18,2353,estimate,,2459,759,1387,1926,2188,2551,2918,3837
Espirito Santo,2020-12-19,1728,forecast,,1799,577,987,1390,1599,1878,2127,2864
Espirito Santo,2020-12-20,1519,forecast,,1576,496,872,1221,1407,1634,1867,2476
Espirito Santo,2020-12-21,2241,forecast,,2355,748,1339,1821,2077,2428,2773,3711
Espirito Santo,2020-12-22,2935,forecast,,3061,990,1682,2369,2714,3166,3621,4885
Espirito Santo,2020-12-23,2706,forecast,,2822,941,1532,2148,2487,2936,3360,4528
Espirito Santo,2020-12-24,2602,forecast,,2729,948,1429,2054,2382,2828,3250,4464
Espirito Santo,2020-12-25,2698,forecast,,2822,997,1452,2120,2458,2930,3379,4648
Espirito Santo,2020-12-26,1966,forecast,,2075,752,1056,1546,1794,2151,2466,3467
Espirito Santo,2020-12-27,1740,forecast,,1832,676,908,1357,1597,1898,2191,3075
Espirito Santo,2020-12-28,2568,forecast,,2740,1035,1344,2036,2357,2820,3281,4607
Espirito Santo,2020-12-29,3328,forecast,,3539,1407,1718,2566,3008,3644,4235,6155
Espirito Santo,2020-12-30,3095,forecast,,3280,1312,1559,2366,2788,3384,3946,5637
Espirito Santo,2020-12-31,2950,forecast,,3192,1355,1452,2245,2677,3248,3880,5686
Espirito Santo,2021-01-01,3114,forecast,,3347,1428,1513,2356,2824,3440,4072,5932
Goiás,2020-09-25,2463,reported,,,,,,,,,
Goiás,2020-09-25,1794,estimate,,2030,1207,564,1177,1537,2073,2628,4339
Goiás,2020-09-26,392,reported,,,,,,,,,
Goiás,2020-09-26,476,estimate,,552,349,143,305,400,558,727,1206
Goiás,2020-09-27,427,reported,,,,,,,,,
Goiás,2020-09-27,527,estimate,,607,383,155,333,453,618,795,1342
Goiás,2020-09-28,4788,reported,,,,,,,,,
Goiás,2020-09-28,2234,estimate,,2565,1576,641,1420,1884,2651,3400,5446
Goiás,2020-09-29,2927,reported,,,,,,,,,
Goiás,2020-09-29,2616,estimate,,3023,1886,784,1666,2221,3043,3949,6539
Goiás,2020-09-30,3381,reported,,,,,,,,,
Goiás,2020-09-30,2352,estimate,,2688,1673,746,1497,2000,2712,3452,5805
Goiás,2020-10-01,2340,reported,,,,,,,,,
Goiás,2020-10-01,2506,estimate,,2863,1797,768,1578,2107,2888,3695,6357
Goiás,2020-10-02,2184,reported,,,,,,,,,
Goiás,2020-10-02,1902,estimate,,2203,1405,565,1229,1625,2209,2814,4903
Goiás,2020-10-03,174,reported,,,,,,,,,
Goiás,2020-10-03,503,estimate,,578,360,143,321,432,589,752,1249
Goiás,2020-10-04,644,reported,,,,,,,,,
Goiás,2020-10-04,512,estimate,,587,367,155,330,435,595,762,1267
Goiás,2020-10-05,2741,reported,,,,,,,,,
Goiás,2020-10-05,2060,estimate,,2390,1509,613,1331,1743,2412,3106,5179
Goiás,2020-10-06,3266,reported,,,,,,,,,
Goiás,2020-10-06,2408,estimate,,2797,1744,729,1581,2080,2834,3590,6143
Goiás,2020-10-07,2465,reported,,,,,,,,,
Goiás,2020-10-07,2154,estimate,,2449,1514,639,1380,1838,2489,3162,5247
Goiás,2020-10-08,1602,reported,,,,,,,,,
Goiás,2020-10-08,2229,estimate,,2549,1546,683,1416,1892,2599,3333,5528
Goiás,2020-10-09,1770,reported,,,,,,,,,
Goiás,2020-10-09,1683,estimate,,1948,1204,518,1077,1428,1981,2562,4254
Goiás,2020-10-10,288,reported,,,,,,,,,
Goiás,2020-10-10,449,estimate,,514,314,143,292,383,524,660,1102
Goiás,2020-10-11,260,reported,,,,,,,,,
Goiás,2020-10-11,456,estimate,,528,326,131,296,388,540,693,1152
Goiás,2020-10-12,175,reported,,,,,,,,,
Goiás,2020-10-12,1861,estimate,,2116,1305,562,1157,1571,2178,2772,4480
Goiás,2020-10-13,2033,reported,,,,,,,,,
Goiás,2020-10-13,2132,estimate,,2421,1468,623,1358,1796,2498,3152,5207
Goiás,2020-10-14,2136,reported,,,,,,,,,
Goiás,2020-10-14,1881,estimate,,2145,1308,557,1228,1593,2195,2802,4607
Goiás,2020-10-15,1910,reported,,,,,,,,,
Goiás,2020-10-15,1956,estimate,,2261,1416,591,1268,1662,2278,2925,4993
Goiás,2020-10-16,1498,reported,,,,,,,,,
Goiás,2020-10-16,1468,estimate,,1686,1044,445,945,1249,1716,2192,3650
Goiás,2020-10-17,88,reported,,,,,,,,,
Goiás,2020-10-17,390,estimate,,439,261,119,246,331,453,577,937
Goiás,2020-10-18,0,reported,,,,,,,,,
Goiás,2020-10-18,389,estimate,,450,283,119,253,332,452,580,985
Goiás,2020-10-19,2994,reported,,,,,,,,,
Goiás,2020-10-19,1584,estimate,,1810,1116,470,1008,1352,1851,2354,3953
Goiás,2020-10-20,916,reported,,,,,,,,,
Goiás,2020-10-20,1820,estimate,,2106,1324,533,1197,1566,2124,2694,4713
Goiás,2020-10-21,1410,reported,,,,,,,,,
Goiás,2020-10-21,1547,estimate,,1771,1088,468,976,1315,1807,2298,3846
Goiás,2020-10-22,2578,reported,,,,,,,,,
Goiás,2020-10-22,1652,estimate,,1884,1121,496,1062,1430,1926,2456,4027
Goiás,2020-10-23,1809,reported,,,,,,,,,
Goiás,2020-10-23,1252,estimate,,1423,863,395,794,1064,1456,1846,3043
Goiás,2020-10-24,622,reported,,,,,,,,,
Goiás,2020-10-24,326,estimate,,372,230,93,208,277,378,486,801
Goiás,2020-10-25,364,reported,,,,,,,,,
Goiás,2020-10-25,328,estimate,,375,227,101,214,280,383,486,804
Goiás,2020-10-26,1834,reported,,,,,,,,,
Goiás,2020-10-26,1302,estimate,,1501,949,378,840,1116,1500,1920,3282
Goiás,2020-10-27,2376,reported,,,,,,,,,
Goiás,2020-10-27,1537,estimate,,1753,1033,482,984,1311,1815,2313,3749
Goiás,2020-10-28,1793,reported,,,,,,,,,
Goiás,2020-10-28,1288,estimate,,1475,895,400,833,1096,1508,1919,3180
Goiás,2020-10-29,1578,reported,,,,,,,,,
Goiás,2020-10-29,1350,estimate,,1537,938,398,863,1151,1572,2000,3291
Goiás,2020-10-30,274,reported,,,,,,,,,
Goiás,2020-10-30,1052,estimate,,1183,725,323,675,886,1210,1516,2516
Goiás,2020-10-31,284,reported,,,,,,,,,
Goiás,2020-10-31,270,estimate,,305,187,80,171,229,311,394,649
Goiás,2020-11-01,313,reported,,,,,,,,,
Goiás,2020-11-01,277,estimate,,317,194,83,180,234,324,410,688
Goiás,2020-11-02,297,reported,,,,,,,,,
Goiás,2020-11-02,1099,estimate,,1245,741,351,714,928,1264,1606,2667
Goiás,2020-11-03,1166,reported,,,,,,,,,
Goiás,2020-11-03,1288,estimate,,1466,895,393,822,1101,1481,1902,3173
Goiás,2020-11-04,909,reported,,,,,,,,,
Goiás,2020-11-04,1111,estimate,,1265,772,329,708,940,1302,1650,2722
Goiás,2020-11-05,1802,reported,,,,,,,,,
Goiás,2020-11-05,1184,estimate,,1333,812,350,744,997,1372,1744,2824
Goiás,2020-11-06,960,reported,,,,,,,,,
Goiás,2020-11-06,888,estimate,,994,602,257,557,741,1023,1291,2121
Goiás,2020-11-07,254,reported,,,,,,,,,
Goiás,2020-11-07,224,estimate,,257,157,65,143,189,263,337,557
Goiás,2020-11-08,105,reported,,,,,,,,,
Goiás,2020-11-08,236,estimate,,270,171,70,152,199,276,350,573
Goiás,2020-11-09,1270,reported,,,,,,,,,
Goiás,2020-11-09,949,estimate,,1079,649,287,612,814,1110,1406,2332
Goiás,2020-11-10,1549,reported,,,,,,,,,
Goiás,2020-11-10,1114,estimate,,1262,738,349,727,960,1299,1630,2692
Goiás,2020-11-11,860,reported,,,,,,,,,
Goiás,2020-11-11,968,estimate,,1107,689,282,618,827,1120,1428,2436
Goiás,2020-11-12,1422,reported,,,,,,,,,
Goiás,2020-11-12,1022,estimate,,1163,728,312,647,863,1179,1503,2519
Goiás,2020-11-13,766,reported,,,,,,,,,
Goiás,2020-11-13,793,estimate,,915,571,239,510,664,929,1186,2015
Goiás,2020-11-14,221,reported,,,,,,,,,
Goiás,2020-11-14,208,estimate,,239,147,65,133,177,242,309,533
Goiás,2020-11-15,232,reported,,,,,,,,,
Goiás,2020-11-15,213,estimate,,247,158,62,136,181,249,318,550
Goiás,2020-11-16,1225,reported,,,,,,,,,
Goiás,2020-11-16,856,estimate,,981,606,250,554,733,993,1275,2127
Goiás,2020-11-17,808,reported,,,,,,,,,
Goiás,2020-11-17,1040,estimate,,1183,727,309,655,883,1218,1528,2571
Goiás,2020-11-18,1113,reported,,,,,,,,,
Goiás,2020-11-18,887,estimate,,1031,644,258,586,762,1037,1341,2232
Goiás,2020-11-19,1176,reported,,,,,,,,,
Goiás,2020-11-19,972,estimate,,1119,694,301,623,828,1140,1451,2436
Goiás,2020-11-20,862,reported,,,,,,,,,
Goiás,2020-11-20,758,estimate,,867,525,234,494,645,886,1121,1857
Goiás,2020-11-21,278,reported,,,,,,,,,
Goiás,2020-11-21,202,estimate,,229,137,59,129,173,237,302,487
Goiás,2020-11-22,74,reported,,,,,,,,,
Goiás,2020-11-22,215,estimate,,244,151,61,133,181,249,319,531
Goiás,2020-11-23,831,reported,,,,,,,,,
Goiás,2020-11-23,876,estimate,,1010,626,260,565,752,1022,1306,2221
Goiás,2020-11-24,1390,reported,,,,,,,,,
Goiás,2020-11-24,1060,estimate,,1217,750,307,673,891,1253,1591,2661
Goiás,2020-11-25,606,reported,,,,,,,,,
Goiás,2020-11-25,954,estimate,,1096,668,283,623,811,1118,1426,2365
Goiás,2020-11-26,808,reported,,,,,,,,,
Goiás,2020-11-26,1037,estimate,,1179,719,301,673,879,1195,1523,2559
Goiás,2020-11-27,1795,reported,,,,,,,,,
Goiás,2020-11-27,813,estimate,,933,586,237,517,686,955,1218,2023
Goiás,2020-11-28,142,reported,,,,,,,,,
Goiás,2020-11-28,226,estimate,,255,151,67,146,193,263,331,538
Goiás,2020-11-29,80,reported,,,,,,,,,
Goiás,2020-11-29,240,estimate,,277,178,72,151,203,282,364,606
Goiás,2020-11-30,932,reported,,,,,,,,,
Goiás,2020-11-30,1000,estimate,,1153,709,298,646,858,1178,1506,2520
Goiás,2020-12-01,1743,reported,,,,,,,,,
Goiás,2020-12-01,1236,estimate,,1404,862,371,799,1044,1419,1813,3041
Goiás,2020-12-02,1807,reported,,,,,,,,,
Goiás,2020-12-02,1081,estimate,,1249,791,330,681,923,1263,1628,2756
Goiás,2020-12-03,1126,reported,,,,,,,,,
